id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
7704,"Filet Mignon, plain",,4,4,1901,1905,0.5,0.9
7706,"Filet Mignon, aux Champignons",,3,3,1898,1901,0.8,0.8
7707,Indian chutney sauce,,6,6,1900,1900,0.15,0.15
7708,"Filet Mignon, a la Bordelaise",,1,1,1901,1901,0.75,0.75
7709,Chopped sweet pickles,,2,2,1900,1900,0.2,0.2
7710,Filet Mignon with Truffles,,2,2,1901,1901,1.0,1.0
7711,Anchovy canapes,,7,7,1900,1935,0.0,0.0
7712,"Creme Yvette, Violet",,5,5,1900,1900,0.2,0.2
7713,Plate Assorted Fruit,,6,6,1900,1900,0.1,0.1
7714,Long Island brook trout,,16,16,1889,1937,0.5,75.0
7715,Hamburger Steak with Egg or Onions,,2,2,1901,1901,0.0,0.0
7716,"Kummel, Gilka",,15,15,1896,1947,0.15,1.0
7717,Lamb Chops (three),,3,3,1901,1906,0.4,0.6
7718,Shad,,61,61,1892,1920,0.2,55.0
7719,Lamb Chops (three) a la Jardiniere,,2,2,1901,1901,0.0,0.0
7720,Cup Corn Starch with Cream,,5,5,1900,1900,0.0,0.0
7721,Canvas Back,,7,7,1897,1947,0.65,4.0
7722,"Fried scallops, tomato sauce",,10,10,1900,1910,0.35,0.6
7723,Cream Puffs,,79,81,1851,1967,0.05,15.0
7724,"Lamb Chops (three) breaded, Tomato Sauce",,2,2,1901,1901,0.0,0.0
7725,"Salmon, broiled",,9,9,1892,1945,0.35,1.0
7726,Saddle of Lamb,,18,18,1880,1940,3.0,8.0
7727,"Striped bass, broiled",,5,5,1900,1905,0.4,50.0
7728,Veal Cutlet with Tomato Sauce,,13,13,1900,1916,0.3,0.55
7729,"Sea bass, broiled",,6,6,1900,1906,0.25,0.6
7730,"Wiener Schnitzel, naturelle or breaded",,1,1,1901,1901,0.0,0.0
7731,"Maraschino, Dutch",,5,5,1900,1900,0.2,0.2
7732,Ecrevisses au Vin Blanc,,1,1,1907,1907,0.75,0.75
7733,Chicken halibut steak,,10,10,1900,1901,0.3,0.6
7734,"Wiener Schnitzel, Tomato Sauce",,7,7,1901,1906,0.45,0.8
7735,"Eels, fried",,28,28,1889,1913,0.15,40.0
7737,"Eggs, fried",,195,199,1880,1970,0.1,25.0
7738,Kalbsschnitzel a la Holstein,,3,3,1901,1959,0.0,0.0
7739,"Eggs poached, plain",,5,5,1900,1900,0.2,0.3
7740,"Broiled Chicken, half 75c; whole",,1,1,1907,1907,0.75,1.5
7741,Kaiserschnitzel,,2,2,1901,1901,0.6,0.6
7742,"Eggs, poached, on toast",,23,23,1892,1917,0.25,0.45
7743,"Sweetbreads on Toast, French Peas garni",,2,2,1901,1901,0.0,0.0
7745,Sweetbreads with Mushrooms,,18,18,1881,1907,0.5,2.0
7746,Broiled Philadelphia Squab on Toast,,20,20,1895,1907,0.35,60.0
7748,Confitures de Bar-le-duc,,6,6,1896,1907,0.4,0.5
7749,"Bread, Con",,1,1,1901,1901,0.1,0.1
7750,Half Broiled Spring Chicken on Toast,,31,33,1900,1949,0.4,65.0
7752,New Chatel,,3,3,1907,1907,0.25,0.25
7753,Whole Broiled Spring Chicken on Toast,,2,2,1901,1901,1.5,1.5
7754,"Eggs, scrambled with ham",,24,24,1889,1906,0.25,0.5
7755,Wiener Backhuhn,,4,4,1901,1907,0.6,0.75
7756,Individual Imported Camembert,,3,3,1907,1907,0.25,0.25
7757,Fried Spring Chicken a la Maryland,,17,17,1898,1946,0.0,2.0
7758,"Eggs, scrambled mushrooms",,2,2,1900,1901,0.5,0.6
7761,Chicken Saute a la Marengo,,29,29,1887,1905,0.4,2.0
7763,"Biscuit, Bent's Water",,5,5,1901,1901,0.1,0.1
7764,"Chicken Croquettes, French Peas garni",,2,2,1901,1901,0.0,0.0
7765,"Biscuit, Pilot",,4,4,1901,1901,0.1,0.1
7766,"English Plum Pudding, Hard and Brandy Sauces",,5,5,1895,1900,0.1,0.25
7767,"Asparagus, Hollandaise",,61,61,1896,1958,0.0,1.25
7768,Savoy Cabbage,,16,16,1900,1937,0.05,0.15
7769,Small steak with anchovy butter,,5,5,1900,1900,0.0,0.0
7770,Calf's Head a la Vinaigrette,,44,45,1882,1947,0.25,60.0
7771,Small steak with marrow,,5,5,1900,1900,0.85,0.85
7772,Small steak a la Bearnaise,,11,11,1900,1905,0.8,1.0
7773,Small steak a la Bordelaise,,10,10,1892,1905,0.75,1.0
7774,"Apple Dumpling, Hard and Brandy Sauce",,6,6,1900,1914,0.1,0.2
7775,Sirloin Steak with bacon,,40,40,1900,1913,0.3,100.0
7776,"Lamb's fries breaded, Tomato Sauce",,3,3,1900,1901,0.4,0.5
7777,"Veal Kidneys, broiled",,8,8,1900,1907,0.3,0.6
7778,Sirloin steak with marrow sauce,,4,4,1900,1905,0.0,0.0
7779,"Veal Kidneys, stewed, Sauce Madere",,2,2,1901,1901,0.4,0.4
7780,Codfish and Cream,,21,21,1894,1901,0.15,0.3
7781,Bratwurst with Sauerkraut,,1,1,1901,1901,0.4,0.4
7782,Scotch Ale,,58,58,1856,1949,0.1,0.75
7783,Frankfurter Sausages,,2,2,1901,1901,0.3,0.3
7784,Frankfurter Sausages Sauerkraut or Salad,,2,2,1901,1901,0.0,0.0
7785,Extra sirloin steak with mushrooms,,80,83,1887,1918,0.8,125.0
7786,Pies of All Kinds,,9,9,1892,1941,0.05,0.1
7787,All Kinds of Preserved Fruits,,3,3,1900,1900,0.05,0.05
7788,Guinness' Dublin Stout,,22,22,1865,1920,0.25,30.0
7789,Jelly,,133,133,1865,1969,0.0,0.2
7790,Tenderloin steak with truffles,,63,63,1884,1913,1.0,2.5
7791,"Bass' Ale, Dog's Head",,18,18,1900,1914,0.15,0.3
7792,"Egg, boiled 2",,2,2,1901,1901,0.25,0.25
7793,"Farina, in cream",,3,3,1900,1900,0.2,0.2
7795,"Eggs, fried 2",,3,3,1900,1901,0.15,0.25
7796,"Additional Egg, extra",,2,2,1901,1901,0.1,0.1
7798,"Eggs, poached 2",,2,2,1901,1901,0.0,0.0
7799,"Bass, Ale, White Label",,4,4,1900,1900,0.0,0.0
7801,Oranges and Apples,,3,3,1900,1900,,
7802,"Eggs, scrambled 3",,2,2,1901,1901,0.3,0.3
7803,"Eggs, scrambled with Mushrooms",,16,16,1892,1905,0.0,0.0
7804,Evans' Pale Ale,,7,7,1900,1914,0.2,0.25
7805,"Porterhouse steak, mushrooms",,10,11,1900,1914,0.45,3.0
7806,Omelette with Ham,,125,129,1881,1961,0.0,45.0
7807,Betz's Philadelphia Ale,,4,4,1900,1900,0.2,0.2
7808,Extra porterhouse steak mushrooms,,5,5,1900,1900,1.6,3.25
7809,"Sweetbreads, fried, tomato sauce",,3,3,1900,1900,0.85,1.5
7810,Omelette with Peas,,15,15,1900,1914,0.3,0.6
7811,Sweetbreads with French peas,,29,29,1892,1914,0.7,1.4
7812,"Tea, Oolong, pot",,9,9,1900,1901,0.1,0.2
7813,"Tea, Green, pot",,8,8,1900,1901,0.15,0.2
7814,Rockaways Cocktail,,3,3,1900,1907,0.3,0.3
7815,Omelette au Rum,,17,17,1892,1916,0.2,0.5
7816,"Chateau Branaire-Dulue, 1891 (Chat. Bottling)",,1,1,1900,1900,0.0,0.0
7817,Omelette au confitures,,2,2,1901,1914,0.4,0.6
7818,"Chateau Pape Clement, 1891 (Chat. Bottling)",,1,1,1900,1900,0.0,0.0
7819,"Tea, English Breakfast, pot",,6,6,1900,1901,0.15,0.2
7820,Potato Pancake,,10,10,1901,1963,0.15,4.25
7821,"Chateau Smith - Haute - Lafite, 1890 (Chat. Bottling)",,1,1,1900,1900,1.0,2.0
7822,"Anheuser-Busch, St. Louis Beer",,7,7,1900,1901,0.15,0.25
7823,Chutney,,212,238,1882,1970,0.0,15.0
7824,Imp. Preisselbeeren,,1,1,1901,1901,0.15,0.15
7825,"Caviar d'Astrakhan, special importation, per person",,4,4,1906,1907,0.0,0.0
7826,Lynnhaven,,2,2,1906,1941,0.0,0.0
7827,Green salmon,,3,3,1900,1900,0.0,0.0
7828,Buzzard's Bay,,9,9,1907,1907,0.0,0.0
7829,Cotuit,,8,8,1900,1917,0.2,0.35
7830,"Chicken Gumbo, in cup",,3,3,1906,1907,0.3,0.3
7831,Imp. Zwetschen,,2,2,1901,1901,0.15,0.15
7832,B. & W Imperial Beer,,4,4,1900,1900,0.2,0.2
7833,Fried Trout,,11,12,1900,1961,0.65,0.8
7834,Apples or Oranges,,1,1,1901,1901,0.0,0.0
7835,Consomme Bellevue,,90,90,1901,1965,0.25,50.0
7836,"Nuts, Raisins",,2,2,1901,1901,0.2,0.2
7837,Consomme au Marsala,,3,3,1906,1907,0.25,0.25
7838,Koehler's N.Y. Fidelio Beer,,2,2,1900,1900,0.0,0.0
7839,Stewed Huckleberries,,2,2,1901,1901,0.15,0.15
7840,Consomme au fumet de celeri,,3,3,1906,1907,0.3,0.3
7841,Stewed Raspberries,,2,2,1901,1901,0.15,0.15
7842,Liver and Onions,,25,26,1900,1914,0.1,20.0
7843,Fried filet de sole,,3,3,1900,1900,0.0,0.0
7844,"Crab Flakes, Newburg",,12,12,1906,1918,0.75,1.25
7845,Carbonic,,16,16,1892,1916,0.05,0.5
7846,"   ""         "" au gratin",,1,0,1900,1900,0.4,0.4
7848,"Appetit Silz, per box",,1,1,1901,1901,0.0,0.0
7849,Pates de foie gras,,2,2,1901,1901,0.5,0.5
7850,Codfish fried or broiled,,3,3,1900,1900,0.4,0.4
7852,Marimirter Herring,,2,2,1901,1901,0.25,0.25
7853,"Caviar, per portion",,9,9,1901,1914,0.5,0.5
7854,Lachs Schinken,,4,4,1900,1900,0.0,0.0
7855,Sardellen Leberwurst,,2,2,1901,1901,0.4,0.4
7856,Raw Hamburger a la tartar,,3,3,1901,1906,0.5,0.5
7857,Cigars,,1111,1116,1885,1969,0.0,12.0
7859,Liqueurs,,428,431,1865,1989,0.0,6.5
7860,"Roast Beef, Mixed Salad",,3,3,1901,1964,0.45,0.45
7861,"Dark and Light Beer on draught, Glass, Pint pitcher, Quart",,1,1,1900,1900,0.1,0.5
7862,"Fricandeau of Veal, Mixed Salad",,4,4,1900,1901,0.3,0.4
7863,Canape,,15,15,1900,1967,0.0,2.25
7864,"Cold Turkey, Cranberry Sauce",,6,6,1901,1963,0.4,1.25
7865,Chateau Leoville Poyferre,,2,2,1901,1901,0.0,0.0
7866,Corned Beef and Salad,,3,3,1901,1901,0.3,0.35
7867,Wine Cups,,5,5,1900,1914,0.25,1.0
7869,"Beef Tongue, Mixed Salad",,2,2,1901,1901,0.4,0.4
7870,"Striped Bass Broiled, Maitre d'Hotel",,2,2,1907,1907,0.4,0.4
7871,"Boiled Ham, Mixed Salad",,2,2,1901,1901,0.35,0.35
7872,"Domestic Frankfurter, potato salad, or sauer kraut, Imp.",,1,1,1900,1900,0.25,0.35
7873,"White Bait, Deviled",,2,2,1907,1907,0.35,0.35
7874,Pommery Sec.,,12,12,1893,1914,1.75,4.75
7875,English Sole au Gratin,,3,3,1907,1907,0.4,0.5
7876,Perrier Jouet Reserve Dry,,18,18,1899,1901,1.75,3.5
7877,"Half Long Island Duck, Apple Sauce",,2,2,1901,1901,0.6,0.6
7878,Pork Shanks or Spareribs and Sauer Kraut,,1,1,1900,1900,0.25,0.25
7879,Great Bear Spring Water,,2,2,1900,1900,0.0,0.0
7880,Veuve Clicquot Yellow Label,,25,26,1897,1914,1.75,15.0
7881,Dry Monopole Ex.,,2,2,1900,1901,2.0,3.5
7883,Scotch Mutton Broth,,22,24,1895,1946,0.2,0.45
7884,"Premier Brand, Special Dry",,10,10,1900,1901,1.0,2.0
7885,Shredded whole wheat biscuits and cream,,4,4,1900,1900,0.2,0.2
7886,Cream of New Asparagus,,10,10,1900,1921,0.1,0.25
7887,Corned Beef and New Cabbage,,11,11,1884,1913,0.15,0.4
7888,"L. Delmonico, Sec.",,1,1,1901,1901,1.0,1.0
7889,"Pot Roast Sirloin, old fashion style",,2,2,1900,1900,0.5,0.5
7890,Champagne Vermouth Cocktail,,10,10,1901,1901,1.5,1.5
7891,"Lamb's Tongue, Mashed Turnips",,2,2,1907,1907,0.35,0.35
7892,Appetit Broedchen a la Terrace,,2,2,1901,1901,0.3,0.3
7893,"Pabst Blue Ribbon, pt., qt.",,1,1,1900,1900,0.15,0.25
7894,"Club Sandwich, Mayonnaise",,2,2,1901,1901,0.25,0.25
7895,Blanquette of Veal with dumplings,,4,4,1900,1900,0.0,0.0
7896,Ruinart Vin Brut,,46,46,1890,1912,1.0,4.0
7897,Boiled (2 Eggs),,3,3,1900,1900,0.2,0.2
7898,Pot Cheese and Chives,,3,3,1901,1940,0.25,0.25
7899,Royans a la Bordelaise,,3,3,1901,1906,0.35,0.4
7900,"Broiled Pork Tenderloin, with Brussels Sprouts",,1,1,1907,1907,0.5,0.5
7901,"Oyster Stew, N.Y.C.",,3,3,1900,1900,0.25,0.25
7902,"IMPORTED CULMBACHER, pint",,2,2,1900,1900,0.25,0.25
7904,Pig's Knuckles in Gelee,,2,2,1901,1901,0.35,0.35
7909,Berliner Rollmops,,5,5,1901,1910,0.3,0.3
7910,Chicken Croquettes with peas,,42,42,1890,1921,0.0,0.0
7911,"IMPORTED PILS[NER], pint",,1,1,1900,1900,0.25,0.25
7912,Joints,,4,4,1900,1900,0.0,0.0
7914,Chicken Croquette a la Nesle,,2,2,1907,1907,0.5,0.5
7916,Fried Shad,,9,10,1900,1940,0.2,0.8
7917,""" mushrooms",,1,1,1900,1900,0.7,0.7
7918,"Cream, small pitcher",,16,16,1900,1915,0.05,5.0
7920,Fried Sea Bass,,16,17,1900,1945,0.15,0.8
7921,Calf's Feet a la Poulette,,4,4,1900,1914,0.4,0.4
7922,Butter Toast,,84,84,1880,1969,0.05,10.0
7923,Fried Weakfish,,19,19,1900,1921,0.15,0.45
7924,"Beef Tongue, raisin sauce",,2,2,1900,1900,0.0,0.0
7925,Broiled Weakfish,,14,14,1900,1907,0.15,0.4
7927,Capon a la Baltimore,,2,2,1900,1900,0.35,0.35
7928,Claret or Sauterne cup,,5,5,1900,1901,0.75,0.75
7929,Fried Halibut Steak,,15,19,1901,1948,0.25,1.2
7930,Scrambled with chicken livers,,2,2,1900,1900,0.0,0.0
7931,Soda Crackers,,30,31,1880,1965,0.05,0.3
7932,Broiled Halibut Steak,,30,32,1892,1963,0.25,3.0
7933,Bermuda Potatoes in cream,,6,6,1889,1915,0.15,0.15
7935,"Boiled Shoulder of Lamb, Caper Sauce",,3,3,1907,1910,0.35,0.35
7937,Fried Salmon Steak,,3,3,1906,1907,0.0,0.0
7939,Scotch Wood Cock,,4,4,1900,1947,0.4,2.0
7942,Chicken Fricassee and Mushrooms,,2,2,1907,1907,0.75,0.75
7943,Cauliflower a la creme,,18,18,1861,1907,0.1,40.0
7944,Fish Cakes with Tomato Sauce,,19,19,1900,1917,0.1,15.0
7950,""" a l'Aurore",,1,1,1901,1901,0.35,0.35
7951,Senf Gurken,,12,12,1900,1914,0.1,10.0
7952,Pastry and Dessert,,3,3,1900,1901,,
7953,Imported Salami,,17,19,1900,1969,0.25,2.7
7954,"Peach Pudding, fruit sauce",,3,3,1900,1901,0.15,0.15
7956,Chiffonade Salad,,376,391,1897,1974,0.0,60.0
7958,Rhubarb Tartelette,,2,2,1900,1900,0.0,0.0
7959,"Spring Chicken Stuffed, cranberry sauce",,2,2,1900,1900,0.4,0.4
7962,Moselblumchen,,29,31,1892,1981,0.0,16.0
7964,Hot or Cold Consomme in cup,,6,6,1900,1963,0.2,0.2
7966,Fresh Strawberry,,17,17,1900,2928,0.15,1.0
7967,"Leg of Southdown Mutton, new wax beans",,2,2,1900,1900,0.25,0.25
7970,Claret (Medoc),,8,8,1900,1901,0.35,0.6
7971,Zinfandel (St. Julien),,11,11,1900,1901,0.4,0.75
7972,"Domestic Duck with Dressing, apple sauce",,2,2,1900,1900,0.0,0.0
7974,"Special Zinfandel, (Pontet Canet)",,11,11,1900,1901,0.6,1.0
7975,"Burgandy, (Macon)",,1,1,1901,1901,0.6,1.0
7976,Small Chicken Patties,,4,4,1900,1905,0.35,0.9
7977,Pony Premier Claret,,15,15,1900,1901,0.15,0.15
7978,"Short Ribs of Beef, browned potatoes",,8,8,1900,1937,0.0,0.0
7982,Pony Premier Sauterne,,16,16,1900,1901,0.15,0.15
7983,"Hock, (Hochheimer)",,13,13,1900,1901,0.4,0.75
7984,Pimentos Morones,,1,1,1907,1907,0.5,0.5
7985,"Riesling, (Rudesheimer)",,5,5,1901,1901,0.0,0.0
7986,"Sauterne, (Yquem Mellow)",,12,12,1900,1901,0.75,1.25
7989,Mixed Nuts and Raisins,,37,37,1894,1950,0.15,1.0
7990,Mushrooms a la Piemontaise,,2,2,1900,1900,0.0,0.0
7992,Strawberries and Ice Cream,,29,30,1891,1914,0.0,0.5
7993,Catawba Dry,,17,17,1900,1901,0.35,1.0
7996,Broiled Lamb Kidneys on toast,,13,13,1900,1905,0.25,0.4
7997,Souffle,,11,11,1900,1972,0.25,0.75
7998,"Pork Chops Saute, gherkin sauce",,2,2,1900,1900,0.0,0.0
7999,Boiled Eggs (3),,16,16,1895,1919,0.2,0.4
8000,Dropped Eggs on Toast,,5,5,1894,1907,0.3,0.4
8001,Eggs a la Thorndike,,1,1,1907,1907,0.45,0.45
8002,Scrambled Eggs and Smoked Beef,,1,1,1907,1907,0.45,0.45
8003,Coquilles of Sweetbreads a la Dreux,,2,2,1900,1900,0.0,0.0
8005,With Fine Herbs,,2,2,1901,1907,0.25,0.35
8006,"Salt Mackerel, Boiled",,49,51,1899,1941,0.15,0.75
8007,Broiled Haddock,,5,5,1900,1915,0.3,0.5
8008,"Sweet Potatoes, Southern Style",,88,90,1899,1937,0.0,0.5
8009,Hash in cream,,3,3,1900,1900,0.1,0.25
8010,Hash brown,,6,6,1900,1946,0.2,20.0
8011,Spanish Style,,5,5,1900,1907,0.4,0.5
8012,Fried Cod's Head,,2,2,1907,1907,0.35,0.35
8013,Clam Omelette,,9,9,1900,1962,0.25,1.75
8014,Halibut's Nape,,1,1,1907,1907,0.4,0.4
8015,""" fried",,2,2,1901,1918,0.25,25.0
8016,Griddled White,,1,1,1907,1907,0.0,0.0
8017,""" sautees",,1,1,1900,1900,0.2,0.2
8018,Thorndike Fried,,1,1,1907,1907,0.15,0.15
8020,Oysters Fried in Crumbs,,7,7,1887,1907,0.3,0.6
8021,Fried & Grilled Sweets,,1,1,1907,1907,0.2,0.2
8022,Oysters Fried in Batter,,16,16,1865,1907,0.0,0.0
8023,Potato Saute,,16,16,1891,1950,0.1,0.4
8024,Fried Clams in Batter,,1,1,1907,1907,0.4,0.4
8025,Fish Balls and Pork,,1,1,1907,1907,0.3,0.3
8026,Hot or Cold Rolls,,1,1,1907,1907,0.15,0.15
8027,Hot Corn Rolls,,2,2,1900,1907,0.1,0.15
8028,Apple Dumplings,,13,13,1880,1905,0.05,0.1
8029,"Fricassee of Lamb, new potatoes",,2,2,1900,1900,0.25,0.25
8030,Graham Biscuit,,4,4,1894,1907,0.1,0.15
8031,Sweet Muffins,,2,2,1898,1907,0.15,0.15
8032,Pearl Grits,,1,1,1906,1906,0.0,0.0
8033,English Muffins (2) or (3),,1,1,1907,1907,0.0,0.0
8034,Grape Nuts,,187,218,1900,1969,0.0,0.35
8035,Quaker Wheat Berries,,1,1,1907,1907,0.15,0.15
8036,"Brown Bread, Toasted",,2,2,1906,1907,0.15,0.15
8037,Goose Liver Pate,,11,11,1901,1907,0.0,1.0
8038,Hominy and Cream,,32,33,1894,1914,0.15,15.0
8039,Cracked Wheat and Cream,,5,5,1900,1907,0.15,0.25
8040,Philadelphia Squab Braised a la Gallicienne,,2,2,1900,1900,0.4,0.4
8041,"Small Breakfast Steak, single service only",,1,1,1907,1907,0.0,0.0
8042,Pearled Wheat and Cream,,1,1,1907,1907,0.15,0.15
8043,Oat Meal and Cream,,9,9,1900,1907,0.15,0.4
8044,Small Breakfast Sirloin,,1,1,1907,1907,0.75,0.75
8045,Rice Bread or Sago,,1,1,1900,1900,0.05,0.05
8046,Force and Cream,,4,4,1906,1917,0.1,0.35
8047,Veal Cutlets a la Castillane,,2,2,1900,1900,0.0,0.0
8048,Waffles with New Maple Syrup,,1,1,1907,1907,0.25,0.25
8050,Home-made Preserved Fruit,,2,2,1900,1900,0.0,0.0
8051,"Sirloin Steak, Mushrooms",,15,15,1900,1907,0.35,1.25
8052,"Breast of Mutton Breaded, paprika sauce",,2,2,1900,1900,0.0,0.0
8056,Fried Pudding,,2,2,1859,1907,0.15,0.15
8057,Pettijohn's Breakfast Food,,11,11,1894,1907,0.15,15.0
8058,Hashed Turkey a la Polonaise,,2,2,1900,1900,0.3,0.3
8060,Cocoa or Broma per pot,,1,1,1907,1907,0.2,0.25
8061,"Tenderloin Steak, Mushrooms",,11,11,1900,1907,0.0,0.0
8062,"""Salada"" Ceylon Tea",,2,2,1907,1907,0.15,0.2
8063,Tenderloin Steak and Onions,,7,7,1900,1907,0.4,1.25
8064,Horlicks Malted Milk,,6,6,1901,1940,0.15,0.3
8065,Milk in Bowl,,1,1,1907,1907,0.15,0.15
8066,Large Porter House Steak,,2,2,1887,1907,0.0,0.0
8067,"Hamburg Steak, Creole sauce",,2,2,1900,1900,0.0,0.0
8068,Chocolate per pot,,17,17,1900,1924,0.15,0.3
8069,Milk per glass,,19,19,1900,1970,0.0,0.5
8070,Orange Water Ice,,430,445,1881,1965,0.0,0.4
8071,Broiled Kidneys with Mushrooms,,1,1,1907,1907,0.0,0.0
8072,"Consonne Bellevue, cup",,1,1,1900,1900,0.3,0.3
8073,"Clam Chowder, Fulton Market",,2,2,1900,1900,0.0,0.0
8074,"Postum Cereal, per pot",,1,1,1907,1907,0.15,0.3
8075,"Boiled Mackinaw Trout, shrimp sauce",,2,2,1900,1900,0.0,0.0
8076,"Clam broth, per cup",,49,49,1892,1918,0.15,0.25
8077,Oolong Green or English Breakfast Tea per pot,,1,1,1907,1907,0.0,0.0
8078,Queen fritters au marasquin,,1,1,1900,1900,0.4,0.4
8079,Special Jar Extra Heavy Cream,,1,1,1907,1907,0.1,0.1
8080,Bacon Rasher,,2,2,1887,1907,0.25,0.25
8082,"Concomme, per cup",,1,1,1900,1900,0.0,0.0
8083,Bread and Butter not included with above,,1,1,1907,1907,0.0,0.0
8084,Bacon Rasher and Baked Potatoes,,1,1,1907,1907,0.3,0.3
8085,"Half Broiled Fresh Mackerel, maitre d'hotel",,2,2,1900,1900,0.0,0.0
8086,Bar-le-Duc jelly (jar),,4,4,1900,1901,0.35,0.4
8087,Broiled or Fried Sausages,,1,1,1907,1907,0.35,0.35
8088,Lallah Rook,,3,3,1907,1907,0.3,0.3
8090,Petit Gervais,,11,11,1899,1920,0.1,0.3
8091,Sea Food Combination (in chafing dish),,2,2,1900,1900,0.0,0.0
8092,"Broiled Chicken on Toast, half",,3,3,1906,1907,0.35,0.65
8093,"Broiled Chicken on Toast, whole",,3,3,1906,1907,0.6,1.25
8094,Smyrna Dates,,3,3,1907,1907,0.35,0.35
8095,Old English dairy,,3,3,1892,1900,0.15,0.3
8096,Minced Chicken on Toast,,28,29,1895,1937,0.0,0.65
8097,Fried Veal and Bacon,,1,1,1907,1907,0.0,0.0
8098,"Fried Soft Shell Crabs, per pair",,2,2,1900,1900,0.4,0.4
8099,Stewed Chicken Livers,,1,1,1907,1907,0.4,0.4
8100,Apple or Grape Square,,1,1,1907,1907,0.15,0.15
8101,Veal Steak,,29,29,1865,1976,0.0,2.9
8102,Minced Turkey on Toast,,1,1,1901,1907,0.0,0.0
8103,"Brie, Swiss, Roquefort, Oregon Cream or Cream",,1,1,1907,1907,0.15,0.15
8104,Grape Fruit and Sherry or Maraschino,,1,1,1907,1907,0.35,0.35
8105,Consomme a l'Africaine,,4,4,1900,1900,0.1,0.1
8106,Potage a la d'Orsay,,2,2,1900,1900,0.0,0.0
8107,Rheinlachs m. Remouladensc.,,1,1,1900,1900,0.0,0.0
8109,Gumbo with Frogs,,2,2,1900,1900,0.15,0.15
8110,Vanilla or Cafe Ice Cream,,1,1,1907,1907,0.25,0.25
8111,Omelette au Rhum or Kirsch,,2,3,1907,1913,0.4,0.5
8112,"with mayonnaise, 10 cents extra",,1,1,1900,1900,0.0,0.0
8113,Peach Flambe,,5,6,1907,1958,0.5,2.0
8116,Plum Pudding,,86,87,1865,1947,0.05,60.0
8117,Canape d'anchois,,24,24,1880,1907,0.25,45.0
8118,"Lamb Chops, Estragon (2)",,2,2,1906,1907,0.75,0.75
8120,"Grilled Smelts, maitre d'hotel",,2,2,1906,1907,0.0,0.0
8121,"Half Fried Chicken, Maryland",,7,7,1900,1955,0.35,2.5
8122,Fried scallops with bacon,,51,53,1892,1960,0.2,60.0
8123,"Boiled Rock Cod, Egg Sauce",,7,7,1900,1921,,
8124,"Terrapin, Maryland style",,21,21,1894,1913,1.25,250.0
8125,"Sirloin of Beef, Hot or Cold",,2,2,1900,1900,0.15,0.15
8126,Home-made Bread Pudding,,3,3,1900,1900,0.05,0.05
8127,"Broiled Fresh Herring, Maitre d'Hotel",,1,1,1900,1900,0.0,0.0
8129,Chicken Liver and Bacon on toast (1),,2,2,1906,1907,0.0,0.0
8130,"Codfish Cakes, Tomato Sauce",,16,16,1900,1955,0.15,0.35
8131,"Fried Brook Trout, with bacon",,1,1,1900,1900,0.45,0.45
8132,Cup Cornstarch with Pure Cream,,3,3,1900,1900,0.1,0.1
8133,"Brochettes of Chicken Liver, vert-pre",,2,2,1906,1907,0.5,0.5
8134,Turc,,3,3,1907,1918,0.2,0.25
8135,Small Order Spaghetti,,3,3,1900,1900,0.0,0.0
8136,"Stuffed Lobster, deviled",,3,3,1900,1900,0.35,0.6
8137,"Medaillon of Sweetbread, Virginia (1)",,2,2,1906,1907,0.75,0.75
8138,Broiled deviled lobster,,3,3,1900,1906,0.35,1.25
8139,Broiled Squab Chicken a la Roberts,,2,2,1906,1907,0.0,0.0
8140,Cup Rice Custard with Pure Cream,,3,3,1900,1900,0.1,0.1
8141,Pabst Selected Brew,,3,3,1907,1907,0.1,0.1
8142,North Carolina shad and roe,,1,1,1900,1900,0.4,0.75
8143,"Frogs' Legs, Senorita",,3,3,1906,1907,0.5,1.0
8144,"Roast Fresh Ham, Red Cabbage",,3,3,1900,1900,0.0,0.0
8145,california claret,,14,14,1896,1943,0.15,3.0
8146,"Kernal of Lamb, Clarence (1)",,1,1,1906,1906,0.6,0.6
8147,"Boiled striped bass, sauce Hollandaise",,5,5,1898,1921,0.35,0.75
8149,small bottle,,2,2,1900,1948,0.1,0.5
8150,"Chicken Livers Sautes, Italienne",,3,3,1900,1900,0.0,0.0
8152,"Cromesquis of Sweetbreads, Florentine",,3,3,1900,1900,0.25,0.25
8153,Deviled Veal Kidney with sweet pepper (1),,2,2,1906,1907,0.6,0.6
8155,"Roast Prime Rib of Beef, Mushroom Sauce",,3,3,1900,1900,0.0,0.0
8156,Coquille of salmon a la creme,,1,1,1900,1900,0.0,0.0
8157,Large Golden Plover,,3,3,1906,1906,1.0,1.0
8158,Roast Philadelphia Chicken au Jus,,3,3,1900,1901,0.0,0.0
8159,Pommes croquettes,,33,33,1883,1978,0.0,0.3
8160,Fried salt pork with apples,,1,1,1900,1900,0.3,0.5
8162,Quail,,92,102,1865,1958,0.5,75.0
8163,Napa Soda,,47,49,1891,1928,0.15,0.4
8164,"SPECIAL - short ribs of beef, home-made style",,1,1,1900,1900,0.0,0.0
8165,Salmon,,121,123,1865,1973,0.0,60.0
8166,"Barsac, Barton & Guestier",,11,12,1900,1917,0.75,2.5
8167,Chicken saute d'Orsay,,1,1,1900,1900,0.25,0.65
8169,"Bartlett, Still",,3,3,1907,1907,0.25,0.5
